N1,N2,...,Nx
[14, 45, 43, 25, 5, 48, 41, 38, 3, 43, 38, 45, 38, 19, 8, 20, 12, 13, 26, 10, 31, 31, 39, 45, 7, 26, 10, 36, 33, 49, 37, 11, 37, 30, 8, 22, 3, 41, 42, 3, 4, 44, 3, 18, 37, 38, 44, 20, 19, 3, 48, 38, 1, 19, 14, 19, 3, 11, 6, 19, 24, 26, 0, 15, 8, 44, 41, 25, 12, 23, 15, 9, 24, 13]
[32, 39, 49, 22, 48, 15, 8, 24, 2, 36, 20, 26, 14, 14, 36, 4, 0, 21, 4, 2, 16, 45, 7, 24, 25, 42, 47, 5, 19, 37, 44, 1, 10, 49, 0, 48, 41, 38, 13, 16, 18, 25, 31, 1, 30, 45, 9, 21, 18, 48, 17, 44, 16, 12, 7, 10, 24, 30, 3, 3, 1, 4, 15, 0, 23, 41, 31, 44, 22, 24, 13, 20, 4, 13]
[6, 15, 32, 44, 45, 49, 36, 23, 39, 29, 42, 23, 20, 2, 29, 32, 48, 30, 43, 36, 49, 26, 32, 10, 14, 7, 5, 24, 39, 44, 39, 22, 49, 9, 24, 49, 14, 34, 3, 30, 50, 14, 3, 18, 34, 27, 26, 50, 40, 6, 35, 3, 40, 46, 41, 31, 20, 41, 0, 48, 3, 46, 8, 23, 0, 3, 24, 31, 30, 15, 19, 4, 19, 29]
[38, 3, 46, 11, 12, 40, 1, 41, 43, 3, 21, 45, 35, 48, 42, 7, 43, 3, 17, 29, 20, 0, 38, 9, 2, 19, 14, 48, 11, 20, 44, 36, 49, 28, 45, 48, 40, 38, 36, 12, 26, 10, 1, 3, 19, 7, 26, 13, 7, 41, 33, 41, 24, 28, 36, 14, 13, 42, 30, 48, 3, 46, 44, 41, 3, 0, 34, 48, 46, 25, 24, 22, 44, 13]
[8, 33, 39, 46, 9, 40, 7, 5, 28, 1, 8, 6, 15, 14, 21, 30, 15, 14, 1, 48, 22, 2, 3, 11, 17, 13, 42, 36, 43, 1, 7, 23, 49, 1, 47, 18, 10, 10, 23, 45, 33, 3, 33, 20, 1, 39, 29, 8, 44, 22, 0, 3, 25, 45, 2, 10, 15, 50, 25, 43, 17, 30, 41, 31, 24, 34, 0, 6, 48, 21, 43, 16, 48, 39]
[48, 8, 32, 29, 5, 20, 2, 40, 23, 43, 28, 41, 31, 15, 27, 21, 9, 29, 31, 1, 21, 27, 4, 48, 10, 20, 12, 14, 37, 24, 48, 50, 43, 19, 6, 41, 41, 9, 49, 4, 7, 42, 25, 5, 0, 28, 19, 37, 6, 3, 11, 35, 39, 43, 13, 2, 38, 46, 20, 26, 32, 6, 25, 44, 31, 48, 6, 0, 35, 1, 12, 47, 17, 13]
[37, 8, 50, 20, 20, 2, 4, 45, 26, 18, 24, 42, 5, 13, 39, 48, 40, 45, 28, 35, 36, 35, 10, 22, 24, 24, 19, 15, 22, 11, 42, 23, 26, 49, 20, 14, 15, 42, 1, 2, 11, 24, 38, 5, 43, 37, 3, 41, 27, 24, 2, 36, 43, 9, 20, 13, 43, 40, 44, 37, 15, 49, 12, 22, 30, 46, 48, 35, 0, 49, 42, 41, 39, 14]
[45, 43, 28, 19, 40, 48, 45, 0, 22, 44, 37, 1, 47, 35, 10, 17, 20, 7, 28, 38, 26, 20, 48, 9, 15, 31, 28, 8, 37, 17, 29, 13, 15, 13, 3, 22, 5, 31, 4, 45, 46, 20, 26, 21, 30, 2, 13, 38, 24, 41, 50, 15, 31, 30, 18, 11, 16, 22, 25, 34, 4, 23, 23, 24, 15, 25, 21, 1, 49, 0, 38, 7, 33, 45]
[43, 38, 37, 16, 40, 8, 38, 30, 29, 15, 13, 10, 18, 38, 32, 37, 10, 12, 24, 5, 50, 35, 38, 27, 50, 27, 43, 5, 37, 30, 14, 10, 43, 36, 50, 39, 23, 39, 35, 20, 11, 25, 15, 43, 3, 46, 32, 20, 44, 47, 17, 25, 21, 12, 39, 1, 30, 49, 19, 15, 35, 29, 15, 13, 19, 24, 43, 12, 42, 38, 0, 49, 24, 4]
[48, 11, 28, 23, 36, 40, 0, 48, 34, 45, 32, 27, 28, 50, 25, 2, 44, 0, 20, 0, 47, 36, 22, 35, 1, 8, 27, 47, 40, 14, 2, 47, 24, 7, 25, 0, 12, 36, 25, 7, 29, 26, 9, 40, 34, 43, 0, 46, 17, 47, 0, 30, 4, 48, 31, 19, 30, 3, 50, 36, 22, 40, 9, 20, 4, 22, 16, 47, 41, 7, 49, 0, 43, 3]
[16, 29, 35, 10, 42, 35, 23, 46, 2, 38, 22, 45, 5, 21, 8, 40, 31, 40, 30, 47, 18, 1, 38, 47, 50, 15, 26, 41, 18, 43, 2, 16, 26, 4, 42, 10, 25, 24, 13, 44, 17, 49, 8, 19, 21, 42, 23, 19, 34, 26, 6, 26, 48, 6, 5, 31, 41, 4, 41, 16, 20, 17, 24, 4, 19, 44, 48, 17, 39, 33, 24, 43, 0, 0]
[46, 25, 12, 22, 48, 8, 45, 29, 10, 44, 44, 48, 7, 23, 44, 19, 31, 6, 2, 6, 50, 40, 36, 27, 43, 3, 31, 23, 44, 49, 23, 3, 5, 14, 7, 27, 23, 46, 47, 23, 17, 19, 36, 36, 44, 33, 29, 5, 24, 26, 25, 16, 24, 28, 45, 39, 1, 9, 6, 41, 36, 44, 13, 13, 29, 13, 39, 13, 14, 45, 4, 3, 0, 0]
