N1,N2,...,Nx
[44, 8, 50, 35, 49, 25, 38, 1, 25, 5, 12, 33, 23, 29, 33, 38, 36, 41, 5, 47, 28, 22, 17, 17, 4, 2, 5, 6, 13, 45, 14, 9, 39, 32, 43, 43, 4, 27, 12, 23, 18, 48, 8, 33, 18, 8, 33, 4, 12, 0, 30, 40, 49, 42, 0, 9, 29, 14, 32, 5, 10, 0, 19, 26, 49, 18, 26, 47, 6, 44, 8, 12, 9, 5, 29, 4]
[2, 33, 35, 5, 41, 48, 11, 28, 39, 30, 28, 29, 37, 6, 43, 32, 0, 40, 15, 25, 0, 20, 27, 30, 18, 50, 28, 33, 21, 8, 25, 42, 12, 25, 31, 0, 41, 45, 50, 18, 18, 28, 17, 9, 36, 23, 47, 36, 37, 7, 40, 24, 25, 32, 4, 41, 38, 1, 37, 43, 16, 19, 0, 44, 20, 43, 30, 24, 35, 22, 18, 20, 28, 6, 40, 29]
[43, 39, 49, 42, 17, 27, 7, 21, 40, 39, 27, 43, 37, 29, 25, 3, 10, 47, 18, 23, 44, 29, 46, 19, 23, 1, 5, 39, 40, 0, 15, 1, 17, 25, 43, 4, 13, 4, 32, 28, 33, 2, 27, 15, 2, 41, 47, 1, 50, 15, 8, 11, 14, 38, 39, 42, 30, 19, 29, 8, 42, 26, 44, 0, 27, 42, 42, 10, 32, 30, 12, 31, 42, 6, 48, 14]
[24, 22, 10, 44, 28, 15, 25, 11, 13, 48, 25, 34, 50, 44, 11, 42, 9, 24, 14, 17, 1, 47, 45, 26, 43, 35, 50, 3, 40, 3, 0, 3, 48, 36, 21, 3, 10, 16, 11, 23, 20, 38, 21, 30, 49, 44, 1, 32, 8, 24, 2, 27, 43, 41, 2, 14, 35, 27, 36, 39, 33, 49, 20, 27, 0, 35, 36, 32, 22, 38, 29, 49, 12, 37, 28, 7]
[14, 49, 16, 28, 2, 18, 21, 17, 42, 21, 47, 25, 28, 29, 6, 22, 24, 37, 46, 25, 17, 2, 29, 16, 22, 44, 27, 8, 15, 1, 45, 10, 3, 29, 13, 50, 28, 1, 23, 7, 3, 0, 19, 41, 44, 6, 19, 17, 45, 2, 10, 19, 36, 15, 2, 4, 6, 25, 30, 23, 41, 18, 43, 42, 35, 0, 8, 15, 23, 39, 4, 40, 36, 43, 43, 31]
[17, 41, 12, 47, 14, 21, 26, 25, 21, 43, 47, 14, 35, 18, 5, 5, 27, 30, 26, 41, 22, 38, 20, 11, 15, 48, 11, 35, 26, 41, 26, 49, 49, 2, 44, 7, 40, 15, 43, 39, 33, 32, 21, 2, 43, 30, 4, 44, 17, 39, 21, 25, 48, 44, 32, 40, 7, 6, 9, 18, 19, 26, 30, 42, 36, 8, 0, 40, 19, 27, 14, 33, 12, 35, 38, 32]
[34, 34, 0, 7, 21, 46, 7, 25, 7, 45, 47, 8, 23, 47, 13, 44, 23, 20, 39, 15, 16, 49, 10, 50, 14, 47, 34, 37, 45, 39, 37, 31, 22, 45, 42, 31, 33, 18, 27, 33, 10, 43, 45, 3, 13, 3, 25, 19, 49, 24, 14, 3, 21, 14, 5, 44, 45, 26, 40, 38, 38, 47, 24, 10, 32, 15, 40, 0, 32, 31, 26, 48, 2, 8, 40, 36]
[5, 26, 40, 44, 13, 6, 41, 31, 22, 42, 22, 27, 9, 19, 3, 29, 40, 33, 0, 0, 14, 29, 28, 2, 23, 39, 31, 38, 44, 9, 33, 41, 38, 25, 10, 21, 33, 3, 34, 40, 46, 0, 30, 50, 15, 20, 3, 49, 30, 39, 50, 16, 14, 40, 48, 10, 6, 46, 20, 40, 27, 6, 35, 32, 22, 23, 19, 32, 0, 21, 27, 41, 4, 7, 8, 24]
[1, 0, 32, 30, 47, 4, 36, 42, 1, 27, 16, 7, 19, 37, 12, 11, 18, 10, 1, 22, 13, 9, 49, 18, 40, 44, 42, 3, 13, 18, 36, 43, 39, 8, 5, 24, 1, 31, 32, 5, 7, 10, 42, 27, 12, 27, 1, 22, 36, 16, 24, 8, 44, 41, 18, 32, 17, 40, 19, 36, 47, 44, 22, 30, 38, 39, 27, 31, 21, 0, 2, 41, 26, 39, 5, 2]
[6, 11, 14, 42, 3, 41, 31, 12, 18, 22, 14, 16, 19, 28, 10, 39, 49, 47, 11, 38, 35, 41, 24, 37, 44, 6, 8, 4, 35, 49, 9, 38, 49, 15, 10, 39, 50, 13, 8, 25, 6, 35, 10, 45, 8, 14, 31, 32, 40, 8, 35, 24, 16, 7, 50, 16, 28, 43, 17, 33, 13, 8, 18, 12, 29, 4, 14, 26, 27, 2, 0, 13, 25, 33, 32, 6]
[39, 25, 50, 48, 19, 19, 10, 39, 50, 19, 15, 5, 43, 13, 5, 36, 12, 1, 43, 6, 28, 15, 13, 2, 13, 28, 42, 20, 21, 42, 35, 20, 9, 30, 13, 7, 39, 7, 28, 43, 22, 14, 9, 19, 50, 0, 28, 6, 0, 11, 42, 22, 43, 48, 21, 37, 34, 10, 22, 16, 48, 12, 20, 31, 49, 40, 33, 48, 41, 41, 13, 0, 5, 12, 42, 8]
[45, 0, 50, 3, 34, 11, 5, 14, 35, 32, 41, 27, 39, 38, 27, 19, 44, 14, 40, 9, 10, 33, 11, 46, 17, 13, 37, 33, 13, 36, 35, 47, 7, 7, 25, 22, 40, 37, 47, 47, 1, 0, 6, 46, 46, 45, 1, 6, 45, 23, 7, 50, 20, 1, 16, 42, 49, 44, 12, 13, 46, 9, 28, 42, 12, 36, 12, 2, 4, 26, 25, 5, 0, 35, 44, 42]
[7, 36, 30, 35, 32, 33, 42, 2, 12, 20, 17, 15, 9, 10, 8, 27, 20, 17, 23, 37, 12, 18, 15, 22, 32, 43, 47, 39, 41, 46, 28, 19, 13, 18, 42, 21, 8, 35, 23, 20, 10, 38, 35, 8, 4, 0, 14, 38, 42, 50, 32, 31, 15, 5, 9, 27, 49, 23, 15, 6, 42, 5, 6, 6, 37, 43, 35, 8, 7, 39, 33, 12, 35, 0, 9, 33]
[22, 36, 46, 44, 23, 4, 1, 2, 3, 15, 42, 47, 3, 43, 7, 13, 28, 25, 16, 21, 49, 3, 46, 8, 17, 10, 30, 10, 21, 48, 14, 7, 26, 6, 41, 39, 44, 45, 35, 12, 35, 3, 4, 9, 0, 7, 50, 24, 39, 4, 26, 25, 25, 50, 46, 8, 18, 10, 37, 14, 44, 29, 40, 48, 28, 43, 38, 40, 8, 5, 32, 42, 44, 9, 0, 45]
[9, 42, 31, 0, 38, 2, 4, 30, 17, 30, 41, 1, 13, 20, 41, 11, 4, 9, 17, 40, 22, 7, 29, 24, 47, 29, 9, 12, 46, 37, 19, 16, 22, 45, 31, 38, 32, 34, 27, 43, 19, 37, 32, 26, 34, 15, 42, 7, 15, 5, 38, 37, 21, 24, 4, 19, 32, 32, 39, 41, 9, 4, 29, 14, 7, 31, 32, 36, 24, 2, 6, 8, 42, 33, 45, 0]
